581.0027109290286,-416.9398871007941,0
452.7043566637565,-416.9398871007941,0
325.6282124218315,-416.9398871007941,0
196.1252307324519,-416.9398871007941,0
68.9403930285356,-416.9398871007941,0
-59.30327201948114,-416.9398871007941,0
-187.5493928063739,-416.9398871007941,0
283.4030404542276,-333.6201498601381,0
-317.099591107033,-416.9398871007941,0
-446.1740689481624,-416.9398871007941,0
-573.5930877381175,-416.9398871007941,0
-702.8072941809218,-416.9398871007941,0
-856.7895999752041,-484.3521790579327,0
-771.4739626695016,-181.0489789313348,0
-970.099810045279,-62.39508524201074,0
-874.1371209975085,-218.7098208785507,0
-1065.895160153239,-346.7148753377903,0
-1066.274633219761,-218.7694167755535,0
-497.6358307344528,-74.67577155227161,0
-669.2969672328333,-48.39846404952073,0
-307.1948740875193,-19.29308219447239,0
644.8156211992623,-57.49562731888011,0
879.1519485583217,-496.4096384030031,0
1053.537804714204,-425.1579255994332,0
1053.143756017963,-304.5476057701607,0
1054.517772403427,-185.8085336762249,0
868.9698535905243,-78.13100013766882,0
927.7993976017704,-6.836662531808088,0
625.6410161891536,137.5085590524955,0
982.2478988146936,138.2438355208247,0
1181.469362362855,314.8832159222316,0
579.5965972451836,530.5435577605309,0
49.06601921731169,167.6201999894385,0
-710.0183532568831,450.6035743975219,0
-578.4265770488059,531.7037790215243,-20.8153055341681
